,id,name,description,pic_url,total_comics,total_series,total_stories,total_events
1011055,1011055,Gideon,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c00311236811.jpg,22,11,24,1
1010842,1010842,King Cobra,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,5,5,0
1009618,1009618,Stacy X,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,37,19,36,1
1010768,1010768,Loners,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c0037581a64e.jpg,6,1,6,0
1011047,1011047,Turbo,"As Turbo, young journalist Michiko Musashi is the latest in a line of heroes who have worn the turbine-powered flying armor.",http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c00322ddea0c.jpg,8,2,8,0
1009286,1009286,Earthquake,,http://i.annihil.us/u/prod/marvel/i/mg/2/90/4c003f153b571.jpg,7,6,3,0
1009358,1009358,Hussar,,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003ec700983.jpg,8,5,5,1
1009706,1009706,Warstar,"Warstar, a former member of the Imperial Guard, was one of eight Imperial Guardsmen chosen to battle the team of superhuman Earthling mutants known as the X-Men over the fate of Phoenix, a primal force of the cosmos that had assumed the form of the X-Man Jean Grey.",http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003a73b6673.jpg,9,6,5,1
1010956,1010956,Nova (Frankie Raye),,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/53176fd93dbc9.jpg,7,5,7,0
1009259,1009259,Damage Control,,http://i.annihil.us/u/prod/marvel/i/mg/5/00/4c00404b5e1a2.jpg,18,7,18,0
1010711,1010711,Santa Claus,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,4,0
1017317,1017317,Cable (Deadpool),,http://i.annihil.us/u/prod/marvel/i/mg/f/50/5239c22332b00.jpg,38,10,29,2
1010724,1010724,Maddog,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1010766,1010766,Jack O' Lantern,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,7,9,2
1009679,1009679,Tyger Tiger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,5,6,0
1010755,1010755,Alex Wilder,"Despite being the only one of the Runaways without any superhuman abilities or tech, Alex Wilder became the de facto leader of the group due to his natural leadership skills and intellect, as well as prodigy-level logic and strategy.",http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c00377144d5a.jpg,9,4,9,0
1010843,1010843,Big Bertha,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c0035cfca8b6.jpg,6,3,6,0
1009584,1009584,Shiva,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,4,5,0
1011247,1011247,Dragon Lord,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,3,3,0
1010952,1010952,Mysterio (Francis Klum),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,0
1010685,1010685,Nextwave,,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c0038e2924ca.jpg,13,2,12,0
1009225,1009225,Captain Stacy,NYPD Captain George Stacy was the father of one-time Peter Parker girlfriend Gwen Stacy.,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c00407752be2.jpg,10,4,8,0
1010869,1010869,Masked Marvel (Unrevealed),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,2,2,0
1010854,1010854,Living Lightning,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035c72cc26.jpg,21,9,21,0
1010864,1010864,Silverclaw,"When her father died, Lupe was taken in by the Church orphanage, despite their misgivings about her “ungodly” powers.",http://i.annihil.us/u/prod/marvel/i/mg/2/70/4c0035b922e12.jpg,21,6,22,0
1011160,1011160,Supreme Intelligence,"The Supreme Intelligence is an organic, computer construct, created by the Kree to act as their supreme leader.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/52b0d1eb0ca73.jpg,15,6,17,0
1010679,1010679,Julian Keller,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,3,8,0
1011042,1011042,Tag,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,4,12,0
1010955,1010955,Nomad (Steve Rogers),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,2,6,0
1011154,1011154,Ravenous,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,2,5,1
1011095,1011095,Captain Marvel (Monica Rambeau),,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c0030bee8c86.jpg,36,15,36,1
1011147,1011147,Korath,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002f7453eaa.jpg,5,3,5,1
1009601,1009601,Sleeper,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,4,6,0
1009174,1009174,Beak,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0040b8329ad.jpg,17,5,18,1
1009260,1009260,Lorna Dane,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,5,5,0
1011271,1011271,New X-Men,,http://i.annihil.us/u/prod/marvel/i/mg/6/90/535ff4561d2d5.jpg,46,12,51,1
1010673,1010673,Amphibian (Earth-712),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,3,3,0
1010686,1010686,Arcana,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,0
1010688,1010688,Blur,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,3,3,0
1011064,1011064,Inertia,,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0030f6eab3d.jpg,3,3,3,0
1010712,1010712,Shape,"Often clashing with the heroes of the Squadron Supreme, the Shape was later subjected to the mind-altering behavior modification device used as part of the Squadron Supreme's ""Utopia Program.""",http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c0038c68a450.jpg,5,4,6,0
1009437,1009437,Maverick (Christoph Nord),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,3,6,0
1011136,1011136,Air-Walker (Gabriel Lan),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,3,3,1
1009597,1009597,Jasper Sitwell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,23,8,32,0
1010734,1010734,Peter Quill,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,5,6,1
1009250,1009250,Countess,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1011088,1011088,Morlun,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/527411be42b48.jpg,7,5,12,2
1010914,1010914,Captain America (House of M),,http://i.annihil.us/u/prod/marvel/i/mg/6/10/53176a1e7c0d5.jpg,3,3,2,1
1011117,1011117,Roughhouse,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,3,5,0
1016824,1016824,Ancient One (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,0
1014999,1014999,Clea (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,0
1010939,1010939,Lizard (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c0034207bd80.jpg,2,2,2,0
1015002,1015002,Skrulls (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,2,0
1015005,1015005,Wong (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,2,2,0
1015000,1015000,Reavers (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,0
1011118,1011118,Hulk (Marvel Zombies),,http://i.annihil.us/u/prod/marvel/i/mg/3/00/53176c115da55.jpg,8,3,9,0
1011087,1011087,Dead Girl,,http://i.annihil.us/u/prod/marvel/i/mg/5/20/4c0030c61eb15.jpg,9,5,9,0
1010806,1010806,X-Statix,,http://i.annihil.us/u/prod/marvel/i/mg/5/40/4c003724ba21f.jpg,46,10,55,1
1011144,1011144,Glorian,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f81ea1f8.jpg,11,2,19,1
1011161,1011161,Talos,"Born without the ability to shape shift like other Skrulls, Talos became a savage fighter and a decorated military commander.",http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c002f3ec91c0.jpg,1,1,1,1
1011149,1011149,Tana Nile,,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c002f68816cd.jpg,6,2,6,1
1010336,1010336,Atlas (Team),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,5,6,0
1011029,1011029,Kulan Gath,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,3,5,0
1011157,1011157,Skreet,"The Proemial God Aegis revealed that Skreet was a Chaos Mite, a race of very small and powerful beings, which were deemed unstable by the Cosmic Consonance.",http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c002f4a15c1c.jpg,5,3,4,1
1011162,1011162,Tenebrous,"Tenebrous has existed in this universe since its infancy, and was imprisoned in the planet Kyln after a battle with Galactus.",http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f3b92276.jpg,2,1,2,1
1010924,1010924,Miek,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/52740f71b50f5.jpg,3,2,3,1
1011181,1011181,Thena,"Thena, a second generation Eternal, is the eldest daughter of Zuras, leader of the Eternals of Earth, and Cybele, and although she has lived for more than 4,000 years, she is still considered a young woman by Eternal standards.",http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002f2a83a8c.jpg,19,7,22,0
1011183,1011183,Zuras,Zuras was once the leader of the Eternals.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,3,3,0
1011145,1011145,Lord Hawal,,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c002f7d355de.jpg,1,1,1,1
1011151,1011151,Praxagora,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c002f58eeeb4.jpg,3,1,3,1
1011152,1011152,Preak,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f5458faa.jpg,3,1,3,1
1011177,1011177,Forgotten One,,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002f332fb1f.jpg,2,2,2,2
1011155,1011155,Red Shift,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,1
1010764,1010764,Stardust,"As Herald for the world devourer, Galactus, Stardust found suitable worlds for her master to consume.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,2,1
1011142,1011142,Devos,,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4c002f87999a7.jpg,4,2,7,1
1011139,1011139,Cammi,,http://i.annihil.us/u/prod/marvel/i/mg/d/a0/4c00309587477.jpg,4,3,4,1
1010445,1010445,Energizer,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,4,17,0
1009503,1009503,Prism,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,4,5,1
1010979,1010979,Storm (Age of Apocalypse),"Calling herself the Windrider, Storm carved out a small area of Africa as her own and intended to keep it safe from the strife of the war between humans and mutants.",http://i.annihil.us/u/prod/marvel/i/mg/6/00/5317732bcc91a.jpg,12,3,11,1
1011137,1011137,Baroness S'Bak,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,1
1009322,1009322,Goblin Queen,,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/52bc8219eb973.jpg,9,7,9,1
1009442,1009442,Mesmero,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c003d3b033e8.jpg,32,21,30,0
1010690,1010690,Microbe,,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4c0038dd065c8.jpg,6,1,12,0
1009217,1009217,Callisto,,http://i.annihil.us/u/prod/marvel/i/mg/f/90/4c004082711b8.jpg,38,10,35,2
1009150,1009150,Agent Zero,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c0042121d790.jpg,29,10,31,0
1010974,1010974,Shadowcat (Ultimate),"After fourteen-year-old Kitty Pryde's mutant powers emerged, causing terrifying incidents where she uncontrollably phased out of the family apartment in to moving traffic andsewers, her mother Theresa contacted Professor Xavier.",http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c0033d9d26de.jpg,9,5,13,0
1011123,1011123,Omega the Unknown,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4ce5a4e4cd15d.jpg,16,5,15,0
1014997,1014997,Deathstrike (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1010958,1010958,Professor X (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/70/51e82b7720a59.jpg,16,1,18,0
1009676,1009676,Toxin,NYPD Officer Patrick Mulligan was implanted with a symbiote offspring during a chance encounter with Carnage.,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4c003a94e668a.jpg,8,3,13,0
1011033,1011033,Joystick,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0032437ece7.jpg,5,5,5,1
1010923,1010923,Elektra (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/03/53176bc813157.jpg,11,4,14,0
1010954,1010954,Mystique (House of M),,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0033fbbdb54.jpg,1,1,1,1
1011063,1011063,In-Betweener,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0030f999ecb.jpg,4,4,3,0
1011043,1011043,Wither,"When his genetic mutation manifested, Kevin Ford accidentally killed his father with his lethal and uncontrollable touch, after which he was recruited as a student at the Xavier Institute.",http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c003235e6f1d.jpg,10,2,15,0
1009149,1009149,Abyss,,http://i.annihil.us/u/prod/marvel/i/mg/9/30/535feab462a64.jpg,8,3,8,1
1010903,1010903,Abyss (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/3/80/4c00358ec7548.jpg,3,3,2,1
1011211,1011211,The Renegades,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,1
1014905,1014905,Squadron Sinister,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,3,9,0
1014974,1014974,George Stacy (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,6,4,0
1009736,1009736,Yellow Claw,"The Yellow Claw is Plan Tzu, the 19th Century descendant of and rightful successor to the legendary warlord Temujin, a.k.a. Genghis Khan.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,26,11,31,0
1010970,1010970,Sabretooth (House of M),,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c0033dd26d33.jpg,1,1,1,1
1009690,1009690,Vargas,"Vargas claimed that mutants are deviations from the norm, an evolutionary dead end nature explored until it found the true path for the next step in mutant kinds development, the legitimate Homo Sapiens Superior, namely, himself.",http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c003a81cef50.jpg,15,3,19,0
1009293,1009293,Erik the Red,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,4,6,0
1010830,1010830,Blazing Skull,,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4ce5a37a830a3.jpg,3,3,3,0
1010819,1010819,Texas Twister,,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0035e44d390.jpg,3,3,4,0
1009711,1009711,Whiplash (Mark Scarlotti),"Filled with dreams of grandeur, Mark Scarlotti was a brilliant young man with a bright future who graduated with top honors from college and immediately had a promising job at Stark International, but it all went south, however, when he became friends with the wrong people who wanted him to develop weapons, which Scarlotti used to become the first Whiplash.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,6,14,0
1011040,1011040,Dinah Soar,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,2,3,0
1010879,1010879,Doorman,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c00359cc7019.jpg,5,3,5,0
1010863,1010863,Flatman,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,3,5,0
1010840,1010840,Mr. Immortal,,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0035d2872f0.jpg,6,3,6,0
1011039,1011039,Centennial,,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00323b6ac57.jpg,12,1,24,0
1011085,1011085,Major Mapleleaf,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,0,0,0
1010962,1010962,Puck (Zuzha Yu),,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0033edbce41.jpg,12,1,24,0
1009598,1009598,Skin,"Angelo Espinosa, a founding member of Generation X, code-named ""Skin"" due to his mutant ability to extend and control his extra skin in any number of ways.",http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003c0ce4a43.jpg,12,7,13,1
1009278,1009278,Doomsday Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,2,3,0
1009587,1009587,Shriek,Shriek became a groupie for a rock band and a drug dealer on the side until the vigilantes Cloak and Dagger happened by during one of her deals.,http://i.annihil.us/u/prod/marvel/i/mg/8/03/528d36b054844.jpg,7,3,8,1
1010975,1010975,Shadowcat (Age of Apocalypse),Katherine Pryde lived in the suburbs of Illinois and kept her mutant abilities a secret.,http://i.annihil.us/u/prod/marvel/i/mg/f/80/535feaf1a92ef.jpg,10,1,10,0
1010810,1010810,Kate Bishop,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4c0035f5b8c95.jpg,15,8,15,2
1010776,1010776,Danny Rand,,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4c00374b1008a.jpg,1,1,1,0
1009517,1009517,Punisher (2099),,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/53176fef7fa1c.jpg,6,5,6,0
1011096,1011096,Captain Marvel (Genis-Vell),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,62,5,90,1
1011097,1011097,Captain Marvel (Phyla-Vell),,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0030bc4629e.jpg,15,3,23,0
1010867,1010867,Magdalene,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,3,9,1
1009160,1009160,Arclight,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg,14,5,14,3
1009336,1009336,Harpoon,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,13,5,12,3
1009242,1009242,Malcolm Colcord,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,1,10,0
1010741,1010741,Phyla-Vell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1010697,1010697,Virginia Dare,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,1,7,0
1009589,1009589,Silver Fox,"Silver Fox was a young member of the Blackfoot Indian tribe who, in the early 1910s, fell in love with a young mutant named Logan and shared a cabin with him in a remote community in the Canadian Rockies.",http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c003c19078c3.jpg,14,4,17,0
1009657,1009657,The Professor,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,2,5,0
1010881,1010881,Blacklash,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,4,6,0
1011067,1011067,Wild Pack,,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c0030ee76e95.jpg,8,4,7,0
1010937,1010937,Josiah X,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,1,7,0
1009693,1009693,Venus Dee Milo,"When Dee Milo was a teenager, her mutant powers manifested, transforming her into a being of energy and seemingly killing her entire family in the resultant explosion, after which she was found by Professor Charles Xavier, mutant mentor and researcher, and Xavier designed a special containment suit that helped her regain some level of humanity.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,3,14,0
1011314,1011314,Junta,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c002e5a298b8.jpg,7,1,7,0
1016823,1016823,Abomination (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,3,0
1014993,1014993,Forge (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,1,5,0
1009348,1009348,Happy Hogan,,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4ce5a00362b2c.jpg,18,4,32,0
1009311,1009311,Rumiko Fujikawa,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,1,13,0
1010947,1010947,Maverick (Chris Bradley),,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4c7c63f89c100.jpg,5,2,5,0
1011397,1011397,Killer Shrike,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,4,3,0
1009231,1009231,Cerebro,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,7,4,8,1
1009653,1009653,The Anarchist,,http://i.annihil.us/u/prod/marvel/i/mg/1/60/4c003aacdeca9.jpg,2,2,5,0
1009698,1009698,Vivisector,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,16,4,20,0
1010672,1010672,Amora,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,3,8,0
1011092,1011092,Leech,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,2,4,2
1009414,1009414,Maggott,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,28,6,37,0
1009689,1009689,Vanisher (Ultimate),Vanisher is a mutant with the power to teleport himself and possibly others across an undefined amount of distance who was recruited by Magneto into his Brotherhood of Mutants.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,3,2,0
1009173,1009173,Battering Ram,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,2,2,2,0
1009202,1009202,Bloke,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c00409415b3b.jpg,3,2,2,0
1009392,1009392,La Nuit,,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c003d76b5ec6.jpg,2,2,2,0
1009485,1009485,Orphan,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,14,2,22,0
1009498,1009498,Plazm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,2,0
1009681,1009681,U-Go Girl,"After a failed attempt at starting an acting career, Edie Sawyer turned to a life of crime until she learned of a new media savvy team of superhuman mutants named X-Force, and she decided to become a superhero.",http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003a91d4fe1.jpg,14,2,24,0
1010328,1010328,Tomorrow Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,3,19,0
1009502,1009502,Pretty Boy,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,3,2,2,0
1009600,1009600,Skullbuster (Cylla Markham),,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c003c072eb58.jpg,3,3,3,0
1009254,1009254,Crusher Hogan,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c004057a5bc6.jpg,3,3,3,0
1010871,1010871,Micromax,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035aac6564.jpg,6,4,5,0
1011310,1011310,Justin Hammer,,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce18ab1be1f6.jpg,8,4,10,0
1009151,1009151,Amiko,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,12,3,12,1
1009401,1009401,Lifeguard,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,1,8,0
1009602,1009602,Slipstream,"Australian mutant siblings Heather and Davis Cameron were sent to live in Surfer's Paradise by their father in an effort to spare them from his life as Viceroy, godfather of Australian organized crime.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,2,5,0
1009201,1009201,Blok,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,2,5,0
1009460,1009460,Mr. Fixit,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,25,3,39,1
1010841,1010841,Zaran,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,19,4,30,1
1011098,1011098,Genis-Vell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,2,4,0
1014991,1014991,Crusher Hogan (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,3,2,0
1011362,1011362,Cottonmouth,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,2,0
1009238,1009238,Chronomancer,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,1,4,0
1010769,1010769,Rocket Racer,,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c0037551d8c2.jpg,1,1,1,0
1012513,1012513,Gargoyle (Yuri Topolov),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1009637,1009637,Sunset Bain,,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4c003ab9ed7d6.jpg,9,2,9,0
1009640,1009640,Switch,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,1,5,0
1009647,1009647,Tarot,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,2,6,0
1009388,1009388,King Bedlam,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1009688,1009688,Carmella Unuscione,Carmella Unuscione was one of the first members of the Magneto's Acolytes.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,3,11,1
1010343,1010343,Human Cannonball,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1009741,1009741,Zombie (Simon Garth),"War hero Simon Garth was turned into a zombie by his secretary, Layla, who was also a voodoo priestess, after being killed by his gardener, Gyps.",http://i.annihil.us/u/prod/marvel/i/mg/6/10/4c003937c9ba4.jpg,1,1,1,0
1009623,1009623,Morgan Stark,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,2,7,0
1011091,1011091,Hannibal King,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1009203,1009203,Bloodscream,,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/4c7c647c3f069.jpg,5,2,6,0
1011004,1011004,M.O.D.A.M.,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,3,7,0
1009569,1009569,Senator Kelly,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce5a14f2ea36.jpg,1,1,1,0
1009481,1009481,Ogun,,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003d0c92efb.jpg,7,4,9,0
