,id,name,description,pic_url,total_comics,total_series,total_stories,total_events
1011360,1011360,Red Hulk,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/5102cb7fc1262.jpg,100,28,135,5
1009360,1009360,Hydro-Man,,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c003ec140c31.jpg,18,9,25,1
1009317,1009317,Genesis,,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c003eeedf93c.jpg,16,3,16,1
1010325,1010325,Betty Brant,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4c7c644f453fb.jpg,26,14,29,1
1011128,1011128,Venom (Ultimate),"While Eddie Brock’s academic career seemed to take off, his personal life was in shambles due to his quick temper and inability to connect with women on any level, and Eddie became isolated, but when his old friend Peter Parker contacted him, he felt a rush of enthusiasm: here, at last, was someone with whom he could truly bond.",http://i.annihil.us/u/prod/marvel/i/mg/e/10/531773a976816.jpg,8,6,7,0
1011328,1011328,Maestro,,http://i.annihil.us/u/prod/marvel/i/mg/4/30/4d278ee344785.jpg,28,9,28,0
1009164,1009164,Avalanche,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c0042010d383.jpg,47,20,54,7
1009198,1009198,Blizzard,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,13,8,17,1
1011317,1011317,Ezekiel Stane,,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4ce5a64fd283a.jpg,17,3,24,0
1009421,1009421,Mandarin,,http://i.annihil.us/u/prod/marvel/i/mg/a/50/535feda892f68.jpg,80,29,102,1
1010348,1010348,Whirlwind,"David Cannon was always a bully, so his mutant abilities naturally led him to a life of crime and petty thievery, until his constant defeat at the hands of the Hank Pym and the Wasp led him to create the Whirlwind identity.",http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c7c643e59215.jpg,33,21,33,1
1009553,1009553,Sabra,"Ruth Bat-Seraph is an Israeli national who, along with her family, was taken to a special community by the Israeli government when her genetic mutation manifested.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,21,13,21,0
1011070,1011070,Slayback,"Ten years ago, Slayback was killed by Deadpool before returning from the dead to break into Department K, from which he stole the Weapon X Program files of Kane and Deadpool.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1009320,1009320,Giant Man,,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/4ce43388b9255.jpg,58,23,61,3
1010450,1010450,Lightspeed,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/4c7c643921b8e.jpg,37,9,44,2
1010853,1010853,White Tiger (Angela Del Toro),"Federal agent Angela Del Toro is the heir to a heroic legacy that began with the Jade Tiger, a long-lost enchanted statue from the fabled kingdom of K'un-Lun, and had been last held by her uncle, Hector Ayala, who fought alongside such heroes as Daredevil and Spider-Man.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,51,12,54,5
1009545,1009545,Robbie Robertson,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c003c50a94b7.jpg,69,24,71,1
1009366,1009366,Invisible Woman,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6.jpg,730,175,960,20
1009412,1009412,Madame Hydra,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4d5c39a54b1dd.jpg,16,11,18,0
1011244,1011244,Mr. Negative,,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002efc322e3.jpg,27,8,32,2
1009619,1009619,Gwen Stacy,"Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome.",http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ad20ab78.jpg,81,31,76,1
1009329,1009329,Ben Grimm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,46,18,67,1
1009199,1009199,Blob,,http://i.annihil.us/u/prod/marvel/i/mg/1/10/4c7c648178328.png,76,31,79,7
1011398,1011398,Romulus,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a75b67009.jpg,22,7,23,1
1009509,1009509,Madelyne Pryor,,http://i.annihil.us/u/prod/marvel/i/mg/c/50/528d33ddaef70.jpg,21,9,24,4
1011258,1011258,Carlie Cooper,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,69,3,93,1
1011270,1011270,ClanDestine,,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c002ef39a9a5.jpg,20,5,37,0
1011268,1011268,Cuckoo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,2,0
1010917,1010917,Colossus (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,64,15,110,0
1011102,1011102,Human Torch (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bfb07176.jpg,55,22,68,0
1010933,1010933,Iceman (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/70/53176e6436aa6.jpg,68,20,117,0
1010966,1010966,Rogue (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/531771d5927db.jpg,36,9,59,0
1009244,1009244,Curt Conners,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,18,8,16,2
1011100,1011100,Layla Miller,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/52740e37c104f.jpg,41,4,42,3
1011234,1011234,Prince of Orphans,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,3,16,1
1011436,1011436,Red She-Hulk,,http://i.annihil.us/u/prod/marvel/i/mg/e/70/50fec0bfb125a.jpg,41,10,44,4
1009315,1009315,Gateway,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c003ef236e72.jpg,29,12,27,3
1009436,1009436,Mauler,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,4,7,0
1009284,1009284,Dum Dum Dugan,,http://i.annihil.us/u/prod/marvel/i/mg/e/00/4ce59f9fc788f.jpg,67,24,84,3
1010373,1010373,Howard The Duck,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce5a268adef3.jpg,109,33,223,1
1011002,1011002,Marvel Zombies,,http://i.annihil.us/u/prod/marvel/i/mg/c/40/4ce5a430d93fd.jpg,31,11,43,0
1009491,1009491,Peter Parker,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,195,35,204,4
1011112,1011112,The Twelve,,http://i.annihil.us/u/prod/marvel/i/mg/1/e0/4ce5a4acdfe22.jpg,13,1,18,0
1009683,1009683,Uatu The Watcher,Uatu grew so fond of the lifeforms he observed that he occasionally violated his vow of non-interference when Earth's existence was threatened.,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5274135912e8d.jpg,77,37,101,3
1009596,1009596,Banshee (Theresa Rourke),"The daughter of former X-Men member Sean Cassidy, a.k.a. Banshee, and Maeve Rourke, Theresa Rourke was raised by her first cousin once removed, mutant terrorist Thomas Cassidy, a.k.a. Black Tom.",http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4ce5a1a50e56b.jpg,155,31,178,6
1011343,1011343,Jamie Braddock,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,16,6,14,2
1011024,1011024,Invaders,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/539b3c2fca079.jpg,93,22,155,0
1011265,1011265,Sinister Six,,http://i.annihil.us/u/prod/marvel/i/mg/6/80/52b0d6f874e15.jpg,33,10,38,1
1009489,1009489,Ben Parker,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003d00c8ed9.jpg,21,10,25,0
1009490,1009490,May Parker,,http://i.annihil.us/u/prod/marvel/i/mg/c/30/535fec80bb4a6.jpg,168,41,185,5
1009453,1009453,Dani Moonstar,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4ce5a0614487a.jpg,68,20,87,6
1009416,1009416,Magma (Amara Aquilla),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c003d55e4ce8.jpg,63,24,71,5
1009638,1009638,Sunspot,"Growing up in a wealthy Brazilian family, Roberto da Costa was forging a career as a skilled soccer player until his mutant nature manifested during a match.",http://i.annihil.us/u/prod/marvel/i/mg/b/50/4c003ab716add.jpg,204,62,227,12
1011287,1011287,Warlock (Technarchy),"The New Mutants' Warlock is an alien being from an unidentified world where the a sentient life forms are ""techno-organic"" life that resembles circuitry and machinery in various ways.",http://i.annihil.us/u/prod/marvel/i/mg/b/e0/4da612d77cbd0.jpg,28,11,36,3
1009725,1009725,X-Man,"A clone of Nathan Summers (Cable), Nate Grey was created in the ""Age of Apocalypse"" timeline by that timeline's Mr. Sinister for the sole purpose of destroying Apocalypse.",http://i.annihil.us/u/prod/marvel/i/mg/d/10/535febd73f84f.jpg,110,31,184,5
1010791,1010791,Sub-Mariner,Prince Namor is the half-human/half-Atlantean ruler of Atlantis.,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/5245ef8c83126.jpg,577,178,802,14
1010696,1010696,Union Jack (Joseph Chapman),"Joey Chapman, the new Union Jack continued to fight evil, both alone and as a member of the Knights of Pendragon and the new Invaders.",http://i.annihil.us/u/prod/marvel/i/mg/3/40/4c0038d27694a.jpg,27,13,27,0
1009520,1009520,Purple Man,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003c7030b39.jpg,26,14,26,2
1011960,1011960,Tippy Toe,"After the senseless murder of Squirrel Girl’s first partner Monkey Joe, Tippy Toe remained by Squirrel Girl’s side and became her new partner.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,7,7,0
1009292,1009292,Emplate,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4bb3bcffb8325.jpg,10,5,9,1
1009334,1009334,Hammerhead,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c003ee47c207.jpg,30,17,33,0
1009146,1009146,Abomination (Emil Blonsky),"Formerly known as Emil Blonsky, a spy of Soviet Yugoslavian origin working for the KGB, the Abomination gained his powers after receiving a dose of gamma radiation similar to that which transformed Bruce Banner into the incredible Hulk.",http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce18691cbf04.jpg,55,27,65,1
1009548,1009548,Betty Ross,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a12071562.jpg,70,18,118,1
1009275,1009275,Doc Samson,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5261a84c1707c.jpg,110,30,139,0
1009449,1009449,Mole Man,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003d3176a50.jpg,68,41,76,1
1014812,1014812,Thunderbolt Ross,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce59e13db02c.jpg,18,9,26,0
1009158,1009158,Arcade,,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg,28,19,29,2
1009188,1009188,Black Tom,,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0040a736154.jpg,15,8,14,1
1010683,1010683,New Warriors,,http://i.annihil.us/u/prod/marvel/i/mg/0/03/527411a7204f7.jpg,112,21,149,4
1014858,1014858,Spider-Man (Ben Reilly),,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/5317717bed6fe.jpg,65,20,66,1
1010836,1010836,Alex Power,,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a385a2e82.jpg,18,6,25,0
1011251,1011251,Jack Power,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,3,6,0
1011250,1011250,Katie Power,,http://i.annihil.us/u/prod/marvel/i/mg/c/90/4ce5a5bf6b872.jpg,11,5,15,0
1010770,1010770,Power Pack,,http://i.annihil.us/u/prod/marvel/i/mg/3/40/528d338b532d2.jpg,137,38,164,4
1011207,1011207,Purifiers,,http://i.annihil.us/u/prod/marvel/i/mg/d/90/5274118670d83.jpg,12,5,16,2
1009255,1009255,Crystal,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/52695564bcf1e.jpg,121,53,136,8
1009438,1009438,Medusa,,http://i.annihil.us/u/prod/marvel/i/mg/c/30/537bb549bebd0.jpg,164,78,177,10
1010705,1010705,Spectrum,,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c0030bee8c86.jpg,39,16,39,1
1010335,1010335,Triton,Triton is a member of the Inhumans.,http://i.annihil.us/u/prod/marvel/i/mg/6/90/528d367108dfb.jpg,64,33,72,5
1009219,1009219,Cannonball,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c00407fb91b5.jpg,292,80,323,12
1009523,1009523,Quasar (Phyla-Vell),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/52741171e681e.jpg,106,30,166,7
1011418,1011418,X-Babies,,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4c002e198a6f3.jpg,14,6,14,0
1011389,1011389,Frog Thor,,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4ce5a72d1a081.jpg,22,7,26,0
1010964,1010964,Quicksilver (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/9/50/528d36e27d0ae.jpg,4,3,3,1
1011007,1011007,Nick Fury (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c0032832d0de.jpg,84,33,106,0
1009249,1009249,Count Nefaria,,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/4c00405d04674.jpg,30,17,31,0
1009558,1009558,Sandman,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,120,45,150,0
1010754,1010754,Chase Stein,Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4ce5a2e831d0c.jpg,16,8,15,1
1011066,1011066,Victor Mancha,,http://i.annihil.us/u/prod/marvel/i/mg/b/10/4c0030f13bcaf.jpg,9,7,8,0
1011005,1011005,Hulk (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/c/03/53176c06e3974.jpg,27,16,30,0
1010950,1010950,Mr. Fantastic (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/d0/53176fc75a448.jpg,52,21,68,0
1011025,1011025,Thor (Ultimate),"He claims he is the legendary Norse thunder deity Thor, sent to Earth by his father Odin, but official records say he is Thorlief Golmen, who stole his scientist brother Gunnar Golmen's super-soldier technology after suffering a nervous breakdown.",http://i.annihil.us/u/prod/marvel/i/mg/3/80/5317738e6dc12.jpg,54,24,61,0
1010352,1010352,Madame Masque,,http://i.annihil.us/u/prod/marvel/i/mg/5/00/4ce5a251c1100.jpg,33,16,38,3
1009445,1009445,Mimic,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,36,13,41,1
1011133,1011133,Weapon Omega,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4ce5a526259fd.jpg,9,5,10,1
1011188,1011188,Deena Pilgrim,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,2,4,0
1009669,1009669,Tiger Shark,"A champion Olympic swimmer, Todd Arliss earned nearly half million dollars in advances for public exhibitions, but his dreams came crashing down around him when he injured his back and legs while rescuing a man who had fallen overboard from a private craft, sending Arliss into the arms of Dr. Lemuel Dorcas, who used his ""morphotron,"" which could imprint the genetic pattern of an animal onto a human, turning Arliss into a superhuman, amphibious creature.",http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c003a9db2f77.jpg,24,15,31,1
1010812,1010812,John Jameson,,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4c7c641e86d14.jpg,10,6,9,0
1009464,1009464,Mysterio,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a083d8346.jpg,90,35,99,1
1011131,1011131,Hawkeye (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53176be145914.jpg,30,14,39,0
1010732,1010732,Master Chief,,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4ce5a2b669c3a.jpg,6,3,6,0
1010971,1010971,Scarlet Witch (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53177154d219d.jpg,29,14,41,0
1010932,1010932,Human Torch (Jim Hammond),,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c.jpg,55,25,51,1
1011119,1011119,"Bob, Agent of Hydra","A cowardly young man, Bob was persuaded into joining the criminal organization HYDRA and has had numerous encounters with Deadpool and other Marvel heroes.",http://i.annihil.us/u/prod/marvel/i/mg/e/a0/4ce5a4c2cd41b.jpg,7,6,8,1
1009269,1009269,Death,,http://i.annihil.us/u/prod/marvel/i/mg/5/80/526031f5a21eb.jpg,28,18,30,2
1010369,1010369,Typhoid Mary,"Typhoid Mary, an enemy and former lover of Daredevil with psionic powers, including telekinesis, is also truly gravely mentally ill and not entirely responsible for her actions.",http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c00390aa2403.jpg,44,19,55,2
1009684,1009684,Ultimatum,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,17,9,18,0
1011399,1011399,Meggan,,http://i.annihil.us/u/prod/marvel/i/mg/5/20/4c002e2fa3070.jpg,21,13,22,1
1009295,1009295,Exodus,,http://i.annihil.us/u/prod/marvel/i/mg/e/20/52695589e1721.jpg,26,20,31,3
1009196,1009196,Johnny Blaze,,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c003442a3ea6.jpg,4,4,4,0
1011036,1011036,Living Mummy,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,5,9,0
1010765,1010765,Werewolf By Night,"Jack Russell inherited the curse of lycanthropy from his father, Gregor.",http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c00375df1879.jpg,90,30,103,0
1010796,1010796,Madame Web (Julia Carpenter),,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c00373114b4b.jpg,1,1,1,0
1010925,1010925,Ghost Rider (Daniel Ketch),,http://i.annihil.us/u/prod/marvel/i/mg/c/50/535feaa671cc6.jpg,80,24,87,1
1010927,1010927,Goliath (Bill Foster),,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00343d177d6.jpg,28,12,29,2
1009702,1009702,Rhodey,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,12,7,18,0
1010778,1010778,Quasar (Wendell Vaughn),,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52741155a2994.jpg,40,19,42,5
1011416,1011416,Blonde Phantom,,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a77360c30.jpg,18,3,28,0
1009287,1009287,Electro,,http://i.annihil.us/u/prod/marvel/i/mg/5/60/4c003f1214bd7.jpg,86,41,97,2
1011357,1011357,Karen Page,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,33,14,45,0
1011028,1011028,Owl,,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a45d60e63.jpg,19,16,21,1
1010963,1010963,Quicksilver (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/1/03/53177007431ee.jpg,32,13,48,0
1009324,1009324,Gorgon,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526033e7ac8ee.jpg,62,34,69,5
1011327,1011327,Lady Bullseye,,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a67d44f61.jpg,33,8,38,2
1011421,1011421,Lethal Legion,,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c002e13dd271.jpg,12,8,9,1
1009534,1009534,Red Ghost,,http://i.annihil.us/u/prod/marvel/i/mg/7/10/535ff3cd59285.jpg,15,13,15,0
1010904,1010904,Magus (Adam Warlock),,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00358c0575c.jpg,17,9,21,3
1009434,1009434,Mastermind,,http://i.annihil.us/u/prod/marvel/i/mg/7/d0/4c003d43b02ab.jpg,46,21,42,1
1009673,1009673,Toad,"British-born Mortimer Toynbee, abandoned by his parents so early in childhood that he cannot remember them, was placed in an orphanage where the other children, who regarded him as a freak due to his ugliness, his unusual physique and his leaping ability, continually tormented him.",http://i.annihil.us/u/prod/marvel/i/mg/e/f0/53ad8faa127fa.jpg,47,30,41,3
1010852,1010852,Two-Gun Kid,,http://i.annihil.us/u/prod/marvel/i/mg/9/70/4ce5a390b929b.jpg,135,7,459,0
1009633,1009633,William Stryker,"William Stryker became convinced that Satan had a plot to corrupt humankind by taking over their souls while still in the womb, resulting in their mutations.",http://i.annihil.us/u/prod/marvel/i/mg/b/90/4c003abcc72e7.jpg,11,5,15,0
1009570,1009570,Sentinel,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4ce5a159e5082.jpg,65,28,67,5
1011233,1011233,Fat Cobra,,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4db58b3c6aaa6.jpg,16,6,21,1
1010731,1010731,Gorilla Man,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c00378d65a54.jpg,19,8,21,2
1009651,1009651,Terrax,"Tyros was once the dictator of the city Lanlak on the planet Birj, where his superhuman ability to command rocks and earth enabled him to overcome all resistance, but his rule of Lanlak came to an end when he was sought by the world-devouring Galactus to serve as his latest Herald.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,28,19,29,1
1009380,1009380,Joseph,,http://i.annihil.us/u/prod/marvel/i/mg/1/00/5260339868b8c.jpg,37,9,44,1
1010695,1010695,Surge,"Prior to enrolling at the Xavier Institute, Noriko Ashida lived on the street and was reliant on illegally obtained prescription drugs to reduce her highly accelerated mutant brain functions to a manageable rate.",http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0038d51109f.jpg,27,10,36,1
1014994,1014994,Gwen Stacy (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,27,8,28,0
1011203,1011203,Mary Jane Watson (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4ce5a53fae2a5.jpg,45,16,36,0
1009696,1009696,Viper,"After the apparent death of Baron von Strucker, Viper took the name Madame Hydra and took control of the New York-based faction of Hydra.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,48,22,46,1
1010873,1010873,Paladin,,http://i.annihil.us/u/prod/marvel/i/mg/c/30/535ff3bef14c1.jpg,24,14,26,2
1010760,1010760,Justice,,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4c0037678b4ff.jpg,75,18,94,7
1009271,1009271,Destiny,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,45,22,45,4
1009468,1009468,Namora,,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c003d248f331.jpg,52,18,92,3
1011138,1011138,Beyonder,,http://i.annihil.us/u/prod/marvel/i/mg/7/10/528d31df87c49.jpg,16,10,15,2
1010344,1010344,Ronan,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/5260363fc40f2.jpg,56,26,62,5
1009157,1009157,Spider-Girl (Anya Corazon), ,http://i.annihil.us/u/prod/marvel/i/mg/a/10/528d369de3e4f.jpg,68,18,77,2
1011420,1011420,Grey Gargoyle,,http://i.annihil.us/u/prod/marvel/i/mg/9/03/528d319931e60.jpg,28,22,36,3
1010326,1010326,Steve Rogers,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,43,25,40,1
1011368,1011368,Secret Warriors,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/5260362fd0fb3.jpg,42,8,70,3
1010677,1010677,Dracula,,http://i.annihil.us/u/prod/marvel/i/mg/a/03/526955af18612.jpg,113,44,136,1
1011353,1011353,Cosmo (dog),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,7,8,1
1010749,1010749,Gertrude Yorkes,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,14,5,13,1
1010691,1010691,Molly Hayes,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0037783e8b3.jpg,17,10,15,2
1010882,1010882,Old Lace,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,13,7,13,0
1010745,1010745,Sister Grimm,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541.jpg,7,3,7,1
1010753,1010753,Talkback (Chase Stein),Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,3,6,1
1010351,1010351,Hellcat (Patsy Walker),,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d.jpg,110,39,111,1
1009266,1009266,Darkstar,,http://i.annihil.us/u/prod/marvel/i/mg/d/20/4ce59f77ea6f1.jpg,24,16,19,1
1010837,1010837,Red Wolf,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,24,11,27,1
1010782,1010782,Ben Urich,Ben Urich is a reporter for the Daily Bugle who has many ties to the city's superhero community.,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c00373d10e5e.jpg,53,27,58,4
1010783,1010783,Kat Farrell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,7,8,1
1010357,1010357,Patch,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,2,5,0
1010358,1010358,Ulik,"Ulik was a Rock Troll from the realm known as Nornheim, located underground within the dimension of Asgard.",http://i.annihil.us/u/prod/marvel/i/mg/3/c0/4d3f3b2078758.jpg,41,12,50,1
1010884,1010884,Wrecker,"Dirk Garthwaite, the son of a construction worker and abusive father and husband, grew up filled with resentment and anger toward his father, who abandoned the family, and quickly turned to crime, in which he used a crowbar as a reminder of his father, destroying each place he robbed.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,12,9,14,1
1009493,1009493,Penance (Robert Baldwin),,http://i.annihil.us/u/prod/marvel/i/mg/6/90/52695808ada2e.jpg,67,20,84,6
1010823,1010823,Cloud 9,,http://i.annihil.us/u/prod/marvel/i/mg/6/80/526955ef00db6.jpg,20,4,22,4
1009306,1009306,Firestar,,http://i.annihil.us/u/prod/marvel/i/mg/7/03/526032b8247e8.jpg,110,46,130,6
1010702,1010702,Gravity,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033d50fa1b.jpg,35,12,38,4
1010821,1010821,Hardball,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/535ff2b245409.jpg,17,3,20,5
1010820,1010820,Thor Girl,"Tarene, aware of her true nature as the Designate, a being foretold to elevate all life to greatness, sought adventure and, using Thor as a template, transformed herself into an Asgardian goddess and journeyed to Earth.",http://i.annihil.us/u/prod/marvel/i/mg/9/e0/526957cdcf6d1.jpg,16,3,19,4
1011081,1011081,Ka-Zar,,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4dcc503738d3d.jpg,159,47,176,1
1011326,1011326,Randall Flagg,,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4ce5a67201a4e.jpg,1,1,1,0
1009695,1009695,Vindicator,"Heather McNeil-Hudson married James Hudson, founder of Canadian super-team, Alpha Flight, and donned a version of his Vindicator armor after his death.",http://i.annihil.us/u/prod/marvel/i/mg/3/b0/4c003a7f39967.jpg,30,11,34,2
1011318,1011318,Iron Fist (Bei Bang-Wen),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/53176ebd40ad7.jpg,6,3,10,0
1011103,1011103,Doctor Doom (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/53176ba52dea1.jpg,12,7,14,0
1010781,1010781,Roland Deschain,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,6,10,0
1010773,1010773,Arachne,,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg,6,2,8,1
